Country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Chile,57.2635121951,57.6594146341,58.0730243902,58.507804878,58.9652439024,59.4498292683,59.9610243902,60.5002926829,61.0641219512,61.6524634146,62.2638292683,62.899195122,63.5545365854,64.2259268293,64.9073170732,65.5957317073,66.2886341463,66.9820731707,67.6700487805,68.343097561,68.989804878,69.6002195122,70.168902439,70.6958536585,71.1790487805,71.6234634146,72.0360487805,72.4277073171,72.8073414634,73.177902439,73.5437804878,73.9034634146,74.2534146341,74.5906585366,74.9147317073,75.2276585366,75.5314878049,75.8252926829,76.1101463415,76.385097561,76.6447073171,76.8870243902,77.1080243902,77.3076829268,77.487,77.6474390244,77.7909512195,77.923,78.0500243902,78.1765121951,78.3089268293,78.4527560976,78.6095365854,78.7802682927,78.9644878049,79.1606829268
China,43.7783658537,44.0987073171,44.8242195122,46.0057560976,47.6174634146,49.5667317073,51.7061463415,53.849804878,55.8395609756,57.594,59.071,60.2852439024,61.3236585366,62.2583170732,63.1094878049,63.8900487805,64.6064634146,65.2544390244,65.8361219512,66.3585853659,66.8269512195,67.242804878,67.6082195122,67.9267317073,68.2063658537,68.4510731707,68.664804878,68.8509268293,69.0164146341,69.1712682927,69.3214878049,69.4730731707,69.6291219512,69.7982195122,69.9869512195,70.2104634146,70.4813902439,70.8002682927,71.1640731707,71.5662439024,71.9955853659,72.436902439,72.873,73.2877317073,73.6720731707,74.0175609756,74.3228292683,74.5940731707,74.8399268293,75.0634390244,75.266097561,75.4538292683,75.6280487805,75.7951707317,75.957195122,76.117097561
Cote d'Ivoire,36.8724146341,37.5630731707,38.2338292683,38.8801707317,39.505097561,40.1244146341,40.7619268293,41.4369512195,42.161,42.932097561,43.7434390244,44.5798292683,45.4160243902,46.2312195122,47.0094634146,47.7422195122,48.4248780488,49.0616585366,49.655902439,50.2040487805,50.7090731707,51.1744878049,51.602902439,51.9883902439,52.3224878049,52.5941219512,52.7916829268,52.9041707317,52.918195122,52.8274390244,52.6069268293,52.2327317073,51.7116097561,51.0675121951,50.336097561,49.5606585366,48.7902439024,48.0750487805,47.4640243902,46.9925609756,46.6974390244,46.5973170732,46.6725365854,46.8942439024,47.2445853659,47.6964146341,48.2188292683,48.7802926829,49.3514634146,49.9113658537,50.4507073171,50.9723414634,51.4901707317,52.0160487805,52.5470731707,53.0782439024
Cameroon,41.5237560976,41.9653414634,42.4059512195,42.8435609756,43.2786585366,43.7151707317,44.1585121951,44.6136341463,45.0845609756,45.5717804878,46.076902439,46.6,47.1357073171,47.6775853659,48.2196585366,48.7559268293,49.2838536585,49.7978292683,50.290804878,50.7542682927,51.1836829268,51.5765121951,51.9303170732,52.2386097561,52.4904634146,52.6694390244,52.7585853659,52.753,52.6526585366,52.4636097561,52.1838536585,51.8108780488,51.3676341463,50.8880243902,50.4119268293,49.9932682927,49.6853902439,49.5192195122,49.5137317073,49.674902439,49.9997317073,50.4678292683,51.0317560976,51.644097561,52.2738780488,52.889,53.4678780488,54.007902439,54.5106341463,54.9726341463,55.4011463415,55.8089268293,56.2176829268,56.6419756098,57.087804878,57.5575121951
"Congo, Dem. Rep.",41.0180487805,41.2335365854,41.4515121951,41.678,41.918,42.1804878049,42.4724878049,42.7919756098,43.1334634146,43.4889512195,43.8429268293,44.176902439,44.4763902439,44.7373658537,44.9603658537,45.1568536585,45.3453658537,45.5453658537,45.7708780488,46.0248780488,46.3028780488,46.5928780488,46.8803658537,47.1523414634,47.4073170732,47.6527560976,47.9037073171,48.1701463415,48.4515853659,48.7370243902,48.9929756098,49.1749268293,49.2614146341,49.2534146341,49.1724146341,49.0659268293,48.9969512195,49.0244634146,49.1924390244,49.5174146341,50.0028780488,50.6293414634,51.346804878,52.1067804878,52.8792682927,53.6372926829,54.3633414634,55.0539268293,55.7060243902,56.3126097561,56.8701707317,57.3811707317,57.8580731707,58.3123902439,58.7486097561,59.1732195122
"Congo, Rep.",48.5811219512,49.2300487805,49.8439512195,50.4188536585,50.9522926829,51.4413658537,51.8886585366,52.2982195122,52.6765853659,53.0287073171,53.3585609756,53.6700243902,53.966,54.2494146341,54.523195122,54.7948292683,55.0673414634,55.341804878,55.6127317073,55.8746341463,56.1225121951,56.3503414634,56.5480731707,56.7057317073,56.8108536585,56.8529512195,56.8215609756,56.7132439024,56.5300487805,56.2725365854,55.9323170732,55.4994634146,54.9865121951,54.4174146341,53.8220731707,53.226902439,52.6572682927,52.1440243902,51.7290243902,51.4531463415,51.3773414634,51.5565365854,51.9967804878,52.6821707317,53.5867317073,54.6655121951,55.8600731707,57.0944634146,58.300804878,59.4321463415,60.4526097561,61.3502439024,62.1490731707,62.870097561,63.5153170732,64.0907317073
Colombia,56.7167560976,57.2477317073,57.7392195122,58.2007560976,58.6412682927,59.0621707317,59.4633414634,59.8402195122,60.1957804878,60.5370487805,60.873195122,61.2113902439,61.5607804878,61.9283902439,62.3216097561,62.7521463415,63.2321219512,63.7582682927,64.3189756098,64.9003414634,65.4781707317,66.0249268293,66.5200731707,66.9474146341,67.2995365854,67.5742926829,67.776804878,67.929195122,68.0547317073,68.1709756098,68.297195122,68.4513170732,68.6402195122,68.8656341463,69.1295853659,69.4269268293,69.7483658537,70.075,70.3949512195,70.7005609756,70.9887073171,71.2603902439,71.5217317073,71.776902439,72.0249512195,72.2644390244,72.4924390244,72.7075365854,72.9102195122,73.1015121951,73.282902439,73.4583658537,73.6307804878,73.8036585366,73.9789512195,74.156195122
Comoros,41.4424390244,41.8395365854,42.2377560976,42.635,43.0327073171,43.4342682927,43.8456097561,44.271195122,44.7120487805,45.1682195122,45.6317804878,46.0933658537,46.5475853659,46.9915365854,47.4307317073,47.8757073171,48.3429268293,48.8452926829,49.389195122,49.9741219512,50.596,51.2443414634,51.9031219512,52.5573658537,53.1975609756,53.819195122,54.4222926829,55.0093658537,55.5809268293,56.1305121951,56.6536097561,57.1452195122,57.5993414634,58.0134634146,58.3825853659,58.6971707317,58.9471707317,59.1355853659,59.2709268293,59.3656829268,59.438902439,59.5101463415,59.5989268293,59.720804878,59.8887560976,60.1107804878,60.3918292683,60.7193658537,61.0793414634,61.4602439024,61.8470731707,62.224804878,62.5814634146,62.9090731707,63.2021463415,63.4606829268
Cabo Verde,48.8564146341,49.0479756098,49.3225121951,49.6905121951,50.152,50.6869756098,51.2629268293,51.8473658537,52.4223170732,52.9887317073,53.5781707317,54.2380731707,55.0004878049,55.8738780488,56.8372926829,57.8422439024,58.8232439024,59.7178536585,60.4800487805,61.0958292683,61.570195122,61.9301463415,62.2316341463,62.5186341463,62.8136341463,63.1251219512,63.4516097561,63.779097561,64.0995853659,64.4175853659,64.7365853659,65.0616097561,65.3981463415,65.7546829268,66.1382195122,66.5687560976,67.0672682927,67.6347317073,68.2591463415,68.918,69.573804878,70.1800487805,70.6987560976,71.1079268293,71.3985365854,71.5755853659,71.6600487805,71.6914146341,71.7066829268,71.7283902439,71.7745365854,71.8541707317,71.9628292683,72.0965365854,72.2543170732,72.4351707317
Costa Rica,60.576195122,61.2885609756,61.9837804878,62.6497560976,63.2794878049,63.8689268293,64.4205853659,64.9460243902,65.4563170732,65.9594878049,66.4626097561,66.9717073171,67.4893170732,68.0174634146,68.5591707317,69.1194146341,69.703195122,70.306,70.9193170732,71.532195122,72.130195122,72.697902439,73.2233414634,73.6970731707,74.1146097561,74.4734390244,74.7760487805,75.0353902439,75.2628780488,75.4684878049,75.6586829268,75.8419268293,76.0202195122,76.1975365854,76.3763414634,76.5586097561,76.741804878,76.9224146341,77.0969268293,77.2643658537,77.4226829268,77.5708780488,77.7094634146,77.8404634146,77.9653658537,78.0866585366,78.2068292683,78.3288536585,78.4552926829,78.589195122,78.7326341463,78.8877317073,79.0545121951,79.2315609756,79.4168536585,79.608902439
Caribbean small states,62.3139111219,62.810412073,63.2669091761,63.679897486,64.0503732369,64.3800467686,64.6734886126,64.9408088376,65.1929787436,65.4385092817,65.6850166909,65.9387079793,66.2004456019,66.4686645738,66.7430082057,67.0215825475,67.3016303819,67.5780532973,67.8457972184,68.1019470862,68.3416758433,68.5598690961,68.7534296035,68.9222475432,69.0635155327,69.1790851441,69.2732845508,69.3601036603,69.4217325009,69.4859899629,69.5456437652,69.5999442878,69.6863293426,69.6916050847,69.735903468,69.7850757718,69.8422258938,69.9779748698,69.9914456543,70.0883849699,70.2048106454,70.3445149811,70.5773342439,70.690968691,70.8927772161,71.1098422242,71.3380401372,71.5711345625,71.8022880417,72.0257011749,72.2352280229,72.4269887602,72.6025077471,72.7632404934,72.9110140492,73.0481011269
Cuba,63.9046585366,64.5164390244,65.1382195122,65.7680243902,66.401804878,67.0315609756,67.6492439024,68.2478536585,68.8208780488,69.365804878,69.883097561,70.3782926829,70.8563902439,71.3209512195,71.7694878049,72.1976097561,72.5988536585,72.9662682927,73.2958292683,73.5845365854,73.8317560976,74.0363658537,74.2032682927,74.3393902439,74.4477560976,74.5289268293,74.5815365854,74.6077073171,74.6180487805,74.623097561,74.643804878,74.7005609756,74.8032926829,74.9589268293,75.1639756098,75.409,75.6756341463,75.9419756098,76.1930731707,76.4258780488,76.644804878,76.8652195122,77.1024634146,77.3639512195,77.6446829268,77.9321463415,78.2059512195,78.4497073171,78.6515365854,78.8115121951,78.9366585366,79.0405365854,79.1421219512,79.2563414634,79.3897073171,79.5437073171
Curacao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.7097560976,75.3634146341,75.3097560976,76.156097561,,77.4731707317,,,77.8243902439,
Cayman Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,69.5939268293,69.9278292683,70.2512439024,70.5646829268,70.8691219512,71.1650731707,71.4525365854,71.731,72.0024878049,72.2659756098,72.5229756098,72.7729756098,73.0169756098,73.2544634146,73.4854634146,73.7104390244,73.9304146341,74.1448780488,74.3538536585,74.5578292683,74.756804878,74.9512926829,75.1407560976,75.3252439024,75.5062195122,75.6827073171,75.8561707317,76.0251219512,76.1910731707,76.3540243902,76.5139512195,76.6713902439,76.8263170732,76.9782682927,77.1277073171,77.2746585366,77.419097561,77.5610243902,77.7009268293,77.837804878,77.9716829268,78.1005609756,78.2239512195,78.3453414634,78.4657560976,78.5901219512,78.7233658537,78.8695121951,79.0290487805,79.202,79.3849512195,79.5730243902,79.7617804878,79.9447804878,80.1220487805,80.2910487805
Czech Republic,70.3487804878,70.5126829268,69.7868292683,70.3043902439,70.4595121951,70.1631707317,70.3848780488,70.2641463415,69.8407317073,69.3670731707,69.4402439024,69.6770731707,70.1765853659,70.0226829268,70.0865853659,70.4146341463,70.5326829268,70.5734146341,70.643902439,70.7495121951,70.2780487805,70.722195122,70.807804878,70.5914634146,70.8375609756,71.0463414634,70.9973170732,71.4456097561,71.6414634146,71.6756097561,71.383902439,71.8982926829,72.2717073171,72.767804878,72.9726829268,73.0748780488,73.7146341463,73.8248780488,74.5146341463,74.6682926829,74.9682926829,75.1731707317,75.2219512195,75.1707317073,75.7219512195,75.9243902439,76.5243902439,76.7243902439,76.9756097561,77.0780487805,77.4243902439,77.8731707317,78.0756097561,78.1756097561,78.8243902439,79.4731707317
Germany,69.3100243902,69.508,69.6915365854,69.8596097561,70.0137073171,70.1518292683,70.2714146341,70.374,70.465097561,70.5506829268,70.6397804878,70.7428780488,70.867,71.0166829268,71.1954146341,71.4017317073,71.6341463415,71.8836829268,72.1432926829,72.4085365854,72.677902439,72.9503902439,73.227,73.505195122,73.7829268293,74.0546341463,74.3137317073,74.5596829268,74.7924878049,75.0131463415,75.2277560976,75.3195121951,75.8195121951,75.8707317073,76.2707317073,76.4219512195,76.6731707317,77.0731707317,77.4756097561,77.7268292683,77.9268292683,78.3292682927,78.2292682927,78.3804878049,78.6804878049,78.9317073171,79.1317073171,79.5341463415,79.7365853659,79.8365853659,79.987804878,80.4365853659,80.5390243902,80.4902439024,81.0902439024,81.0902439024
Djibouti,44.0212682927,44.4513414634,44.8744390244,45.2910487805,45.7086341463,46.1471463415,46.6335121951,47.1816585366,47.7916341463,48.4529268293,49.136097561,49.8017560976,50.4154878049,50.9548536585,51.413902439,51.8036097561,52.1499756098,52.486902439,52.8398780488,53.2173658537,53.6173414634,54.0288536585,54.4324146341,54.811,55.1586341463,55.4727317073,55.7567317073,56.0166585366,56.2559268293,56.4736097561,56.6631707317,56.8161463415,56.9295853659,57.0035853659,57.0436585366,57.0534146341,57.0384146341,57.011195122,56.9877317073,56.9814634146,57.0103414634,57.0882439024,57.2205609756,57.4112195122,57.6636341463,57.9842926829,58.3776829268,58.8318780488,59.3284146341,59.8488536585,60.3667317073,60.8545853659,61.2954634146,61.6773658537,61.9943170732,62.2498292683
Dominica,,,,,,,,,,,,,,,,,,,,,,,71.4634146341,,,,,71.9634146341,,,,,73.9512195122,,,,,75.9512195122,,,,,76.5975609756,,,,,,,,,,,,,
Denmark,72.1765853659,72.4382926829,72.3197560976,72.4004878049,72.4851219512,72.3707317073,72.4441463415,72.922195122,73.1214634146,73.2209756098,73.3434146341,73.4146341463,73.4390243902,73.682195122,73.8082926829,74.0751219512,73.7397560976,74.6324390244,74.3929268293,74.2192682927,74.1017073171,74.2304878049,74.5512195122,74.4204878049,74.562195122,74.4275609756,74.5797560976,74.6912195122,74.7717073171,74.7997560976,74.8053658537,75.157804878,75.1941463415,75.1168292683,75.3751219512,75.2126829268,75.5914634146,75.9451219512,76.1390243902,76.3414634146,76.5926829268,76.7926829268,76.8951219512,77.143902439,77.4926829268,77.843902439,78.0951219512,78.1951219512,78.4463414634,78.5975609756,79.1,79.8,80.0512195122,80.3,80.7,81.1
Dominican Republic,51.8452682927,52.5782439024,53.2992439024,54.0067804878,54.7003170732,55.3788292683,56.0442682927,56.695097561,57.3303414634,57.9465121951,58.5396829268,59.104902439,59.6392682927,60.1432682927,60.6169268293,61.062195122,61.4810487805,61.878902439,62.2651463415,62.6472682927,63.0356829268,63.4393658537,63.8628292683,64.3080731707,64.7776341463,65.2725365854,65.7957804878,66.3389268293,66.8885609756,67.4327073171,67.9504146341,68.4222195122,68.8371219512,69.1906341463,69.4832682927,69.7205121951,69.9163414634,70.0917317073,70.2636585366,70.4421463415,70.6337317073,70.8389268293,71.051804878,71.2668292683,71.4835365854,71.7003902439,71.9158292683,72.1288536585,72.3383658537,72.5443902439,72.7448780488,72.9413414634,73.1352926829,73.3272439024,73.516195122,73.7036829268
Algeria,46.1351219512,46.5903170732,47.045,47.496195122,47.941902439,48.376097561,48.790804878,49.1875121951,49.5727073171,49.955902439,50.3436341463,50.7439268293,51.171804878,51.6457073171,52.1880731707,52.8362439024,53.6305121951,54.5782682927,55.6675365854,56.8748780488,58.1640243902,59.4867560976,60.7863414634,62.0089512195,63.1171219512,64.0737560976,64.857195122,65.4871463415,65.9894390244,66.3820487805,66.6930243902,66.955,67.2006585366,67.4606097561,67.7553658537,68.0983658537,68.4910243902,68.9147073171,69.3573170732,69.8142926829,70.2856829268,70.7720243902,71.2703902439,71.7743170732,72.2758292683,72.7614146341,73.2195609756,73.6427073171,74.0253170732,74.3678536585,74.6697804878,74.9375609756,75.181195122,75.4121707317,75.6350243902,75.8552926829
East Asia & Pacific (excluding high income),45.7914224092,46.2305495431,46.9410248256,47.9607158284,49.2970863123,50.8745795033,52.5770261427,54.2700483637,55.8343156387,57.2125568727,58.3787721242,59.3496108266,60.1934352411,60.9696104373,61.6963057707,62.3852983144,63.0424538748,63.6594868708,64.2317939836,64.7574237819,65.2345613095,65.6647800467,66.0542034917,66.4050390784,66.7226517546,67.011275974,67.2734432628,67.5107824814,67.726614792,67.9271092782,68.115789772,68.2966201514,68.4725263026,68.6518025273,68.8412072662,69.0532482885,69.2992044223,69.5807413244,69.8960088764,70.2403171421,70.605185891,70.9794858983,71.3489081726,71.7013347682,72.0304610483,72.3309373736,72.6022770747,72.8495129839,73.0791793,73.2930201819,73.4914280142,73.6778679758,73.8530100715,74.0209686416,74.1831502569,74.3418307771
Early-demographic dividend,45.2089353939,45.8769062084,46.4853638524,47.0334162395,47.6354631686,48.2305886946,48.8678075255,49.4321043837,49.9781546284,50.5098938582,51.03330912,51.5566049578,52.0832849131,52.623555733,53.171572201,53.7257723237,54.2812051371,54.8242408939,55.3491182376,55.8486215452,56.3208173989,56.7681575102,57.1989915026,57.6241478414,58.0476298958,58.4726188932,58.8980970983,59.3249265263,59.7476666542,60.1747901656,60.6063779435,61.034422271,61.4623591908,61.8904238241,62.3100343074,62.7153843521,63.1040276401,63.4722218123,63.8233016311,64.1605837957,64.486328734,64.8064544849,65.1248590864,65.448672601,65.7809276635,66.1237392221,66.4808012654,66.8474389634,67.220261968,67.5941237566,67.961347725,68.3153771846,68.6518554967,68.9675396211,69.2595611781,69.5277901295
East Asia & Pacific,48.5072633405,49.0331200892,49.6989020452,50.6693645893,51.8616006875,53.2266638859,54.7563852093,56.2414233473,57.613015658,58.8500621224,59.8973841172,60.8150577548,61.6078655754,62.3031755741,63.0006756858,63.669989459,64.2781632507,64.8584582605,65.3814153818,65.8713141234,66.2840675269,66.6993851135,67.0877310334,67.4048283476,67.7333234718,68.021748483,68.2941406368,68.544222517,68.7335482238,68.9476320184,69.1247356941,69.3149903603,69.4781844188,69.6571892501,69.8575496421,70.0384324242,70.3146341239,70.5949188613,70.8898867105,71.2147912206,71.5882319051,71.9586512049,72.3114632962,72.6471406283,72.9722647567,73.2453432454,73.529813077,73.7741538826,73.9964900978,74.2236483523,74.4024009205,74.5634335427,74.7570632207,74.9361187583,75.102553016,75.2560416585
Europe & Central Asia (excluding high income),63.4009271821,63.9176460225,64.3094852524,64.6720652853,64.9686720477,65.1924975285,65.3615544595,65.4804149723,65.6238928795,65.7105039361,65.9540815672,66.1575304383,66.2027465518,66.3127439332,66.4176047315,66.2485636323,66.2361238507,66.2464535554,66.3095550859,66.2510966356,66.3713890021,66.5861428055,66.9174678944,67.0331164509,67.0272110111,67.4404024236,68.1954299801,68.3655403972,68.4398009964,68.399741135,68.2825405783,68.0407292567,67.3984307286,66.5560795119,66.3173721663,66.372518744,66.8632728209,67.4645496822,67.7927713637,67.6532614484,67.7096270702,67.8947414193,67.9186971412,68.0477223128,68.3786205566,68.5102338089,69.1308994313,69.6322653671,69.9237440966,70.5178808992,70.8194731468,71.3802678628,71.7026019798,72.0929715622,72.2951293804,72.4668919461
